directorio_hog,ingreso,gasto
22142401,795000,1071883.33333333
22142501,500000,632433.333333333
22143301,50000,533000
22143401,1010666.66666667,1561466.66666667
22143501,3005000,1811022.83333333
22143601,935000,833766.166666667
22143701,2108333.33333333,1129481.58333333
22143801,640000,1122000
22143901,2250000,3163566.66666667
22144001,1545833.33333333,1377241.66666667
22144101,643000,1326700
22144201,1631000,1391741.66666667
22144301,2380500,1187875.66666667
22144401,1250000,1521083.33333333
22144501,530000,742595.5
22144601,1156300,1767900
22144701,1204166.66666667,1106400
22144801,500000,1069349.58333333
22144901,935000,1489966.66666667
22145001,1300000,1638782.75
22145101,2396333.33333333,1538620
22145201,918333.333333333,1811700
22145301,333333.333333333,218166.666666667
22145401,2007333.33333333,1776653.75
22145501,600000,1598511.25
22145601,5333333.33333333,2954000
22145701,500000,861000
22145801,138333.333333333,206246
22145901,2453000,1548383.33333333
22146001,1302000,1076603
22146101,350000,833985.333333333
22146201,869000,1123950
22146301,NA,266500
22146401,866000,791986.666666667
22146501,1316666.66666667,2038444.25
22146601,786000,2238300
22146701,900000,965333.333333333
22146801,700000,1239496.66666667
22146901,2700000,1589150
22147001,550000,848365
22147101,2166666.66666667,1918550
22147201,4242500,2126592.33333333
22147301,1060000,1009840.33333333
22147401,1410000,1452633.33333333
22147501,1720833.33333333,2363666.66666667
22147601,300000,951666.666666667
22147701,5316666.66666667,4832900.83333333
22147801,6000000,4322064.11111111
22147901,11500833.25,7080060.44444444
22148001,4500000,7674640.33333333
22148101,1500000,1647127.44444444
22148201,141666.666666667,1878894.11111111
22148301,1429166.66666667,1536330.11111111
22148401,741666.666666667,1349710.33333333
22148501,900000,852000
22148601,535000,881855.666666667
22148701,1175000,6497733.33333333
22148801,5516666.66666667,4489866.66666667
22148901,1600000,3051333.33333333
22149001,7600000,5499895
22149101,1700000,1203666.66666667
22149201,2516666.66666667,5320000
22149301,1400000,1607083.33333333
22149401,670000,1145000
22149501,1600000,4075266.66666667
22150301,750000,650633.333333333
22150401,1165000,2073933.33333333
22150501,734166.666666667,606916.666666667
22150601,400000,964666.666666667
22150701,1000000,1871066.66666667
22150801,3496666.66666667,6347638.66666667
22150901,NA,3915615.66666667
22151101,NA,5148766.66666667
22151201,NA,5333849
22152501,1956666.66666667,2892677
22152701,1284499.91666667,2089152.25
22152801,83333.3333333333,2518562.5
22152901,3112166.66666667,3635166.66666667
22153001,2916666.66666667,1667336.66666667
22153201,36450000,6711597.66666667
22154601,1000000,4539992.16666667
22154801,1888666.66666667,1476729.66666667
22155201,8208333.33333333,4579557.5
22155301,4333333.33333333,5018650.83333333
22155501,900000,1473500
22155601,2629166.66666667,2345557.66666667
22155801,10501666.5,4488769.83333333
22155901,8608333.33333333,6561314.5
22156101,1509999,2201898
22156301,NA,3446659.83333333
22156401,885000,1153333.33333333
22156501,2445833.33333333,3691366.66666667
22156601,899500,1174333.33333333
22156701,3050000,8299419.58333333
22156801,4211666.66666667,5776099.33333333
22156901,3046666.66666667,3713748.33333333
22157001,3583250,5386308.5
22157101,10123750,6380101.66666667
22157201,4271933.33333333,4409866.66666667
22157301,12316666.6666667,9246573.33333333
22157501,1960000,3059435.66666667
22157701,2830000,4523866.66666667
22157801,133333.333333333,880300
22157901,1562500,2203708.33333333
22158001,4371000,3291883.33333333
22158101,320000,514000
22158201,6201666.66666667,5641333.33333333
22158301,1370625,1518062.5
22158401,6000000,2053941.66666667
22158501,6778000,4566066.33333333
22158701,3353333.33333333,4243599
22158801,2663333.33333333,2528066.66666667
22158901,2166666.66666667,5545956.33333333
22159001,4250000,1966600
22159101,945000,857000
22159201,530000,1421066.66666667
22159301,2364833.33333333,2197062.77777778
22159401,4080000,3128433.33333333
22159501,1070000,864683.333333333
22159601,660000,1072444.33333333
22159701,825416.666666667,1132874.77777778
22159801,9403563.33333333,5562067.41666667
22159901,4300000,2766298.33333333
22160001,7250000,4433561.83333333
22160101,1513566.66666667,2770959.66666667
22160201,5583333.33333333,6040940.5
22160301,14900000,6480041.33333333
22160401,11575000,6581257.5
22160501,5000000,3679429.25
22160601,2500000,2791207.5
22160701,8925000,9959624
22160801,1519998,2390197
22160901,3866666.66666667,3577285.33333333
22161001,NA,916568.5
22161101,4025000,4552878.33333333
22161201,4100000,5629726.66666667
22161301,2747833.25,2538396.16666667
22161401,4775916.66666667,6337891.83333333
22161501,4216666.66666667,3607801.83333333
22161601,4000000,5400551.33333333
22161701,6635000,6523830.66666667
22161801,9475000,9555333.33333333
22161901,7000000,8986375.75
22162001,6960000,4169116
22162201,12475000,5753733
22162301,19640000,7617397.16666667
22162401,NA,2380901.83333333
22162501,71666.5,416111.833333333
22162601,42500000,10319500
22162701,6835000,7614568.5
22162801,110000,1693168.5
22162901,2800000,4248000
22163001,483333.333333333,873106.777777778
22163101,1400000,2576543.33333333
22163102,1435600,1192983.33333333
22163201,2800000,3035893.11111111
22163301,850000,935916.666666667
22163401,5400000,5401301.58333333
22163501,2560000,2374983.33333333
22163601,2482900,2749084.33333333
22163701,1918000,3338415.11111111
22163801,700000,1441122.69444444
22163901,900000,1311966.33333333
22164001,1083333.33333333,1236333.33333333
22164002,2325666.66666667,2754625
22164003,1569000,1206833.33333333
22164101,560000,2599252.33333333
22164201,650000,740666.666666667
22164301,6300000,6625900
22164401,4526333.33333333,4393933.33333333
22164501,2066666.66666667,3497534.44444444
22164601,1793666.66666667,2741525.08333333
22164701,5166666.66666667,3499833.33333333
22164801,9809166.66666667,12246210
22164901,7800000,11185401.8333333
22165001,22751666.6666667,8712478.33333333
22165101,3483333.33333333,3570566.66666667
22165201,5000000,6321523.5
22165301,2516666.66666667,4990309.83333333
22165401,10625000,6530741.5
22165501,3529500,2997183.66666667
22165601,1200000,4539712
22165701,6500000,11643461.3333333
22165801,16908333.3333333,11433164.3333333
22165901,3091666.66666667,5363794
22166001,9710833.25,8839844.5
22166101,8769666.66666667,8875766.66666667
22166201,3955000,3294202.08333333
22166301,1509999,6462252.66666667
22166401,1750000,2027886.41666667
22166501,825750,909891.666666667
22166601,95833.3333333333,1100566.66666667
22166701,2260000,2769768.95833333
22166801,9687500,9854333.33333333
22166901,536000,1886500
22167001,2779333.33333333,1812500
22167101,5256166.66666667,3351726.83333333
22167201,1599500,1591566.11111111
22167301,1827833.33333333,2077486.66666667
22167401,3641442.66666667,3303084.33333333
22167501,582333.333333333,652380.944444444
22167601,600000,2397922.44444444
22167701,1152666.66666667,1763148.94444444
22167801,2541666.66666667,3292965.91666667
22167901,1491666.66666667,2195361.36111111
22168001,1649900,2265385.41666667
22168101,1751666.66666667,3217300.44444444
22168201,1712333.33333333,2909436.77777778
22168301,1315000,1409200.66666667
22168401,935600,954938.666666667
22168501,NA,2952816.66666667
22168601,1000000,1368250.44444444
22168701,3408000,2306665
22168801,6000000,4273640
22168901,833333.333333333,3255250
22169001,829166.666666667,5186166.66666667
22169101,4509583.33333333,5221207.83333333
22169201,1150000,2335673.83333333
22169301,2558000,3477568.5
22169401,1867500,1919967.44444444
22169501,6083333.33333333,5996515
22169601,529166.666666667,1507950
22169701,NA,2439666.66666667
22169801,NA,3613765
22169901,938416.666666667,2091390.16666667
22170001,1609916.66666667,1805012.83333333
22170101,5625000,3745209.77777778
22170201,1761666.66666667,2129601.44444444
22170301,2303500,1220711.58333333
22170401,3987448.16666667,4131467.88666667
22170501,7808333.33333333,9326648.16666667
22170601,4658333.33333333,3253538.66666667
22170701,6700000,6629442.25
22170801,7000000,3361783.33333333
22170901,6520000,4199177.44444444
22171001,2014166.66666667,7839488.08333333
22171101,3500000,2575796
22171301,1771833.33333333,2703384.77777778
22171401,3696261,3926744.29166667
22171501,8593333.33333333,5841724.08333333
22171601,2600000,1927800
22171701,2036666.66666667,3068898
22171801,1985666.66666667,2248839.83333333
22171901,1200000,849616.666666667
22172001,2380000,3510235.66666667
22172101,1735000,1652000
22172201,7254333.33333333,4974229.19444444
22172301,3700350,3791997.11111111
22172401,5902500,3812971.61111111
22172501,966933.333333333,1399546.19444444
22172601,100833.25,7104552.83333333
22172701,7376600,3716454.66666667
22172801,15500000,10457266.3333333
22172901,1929583.33333333,2585994.44444444
22173001,974166.666666667,1185008.83333333
22173101,6000833.33333333,4498277.44444444
22173201,1740833.33333333,1041873
22173301,2700000,3471586.86111111
22173401,3253333.33333333,2706069.33333333
22173501,3158333.33333333,2542472.44444444
22173601,6364000,6519602.5
22173801,NA,972833.333333333
22173901,820000,1680008.33333333
22174101,1537000,1462333.33333333
22174201,3308166.66666667,2615285.66666667
22174301,NA,906416.666666667
22174401,876333.333333333,802733.395833333
22174402,NA,916000
22174501,1060500,1490061.66666667
22174701,1650000,1476948.91666667
22174801,3090833.33333333,2378500
22174901,6812500,5803268.5
22175001,1760000,3666735.16666667
22175101,2130000,2310088.75
22175201,2083333.33333333,5468565.83333333
22175301,4240000,2938000
22175401,8591666.66666667,5685223.75
22175501,1596333.33333333,2360048.58333333
22175601,3416416.66666667,3330540.33333333
22175701,1120000,1901319.11111111
22175801,1657666.58333333,1823225.16666667
22175901,2318000,1696000
22176001,1300000,2779300
22176101,3663000,2988275
22176201,850000,1084833.33333333
22176301,946750,823333.333333333
22176401,2211333.33333333,1297653.16666667
22176501,1200000,1867313.16666667
22176601,2980000,4112401.16666667
22176701,1400000,1678333.33333333
22176801,2270000,2128900
22176901,1283000,694000
22177101,1800000,2199764.16666667
22177201,2164100,2634447.44444444
22177301,600000,3768444.44444444
22177401,6300383.33333333,9479999.44444444
22177501,2752266.66666667,3197469.75
22177601,1387983.33333333,4283341.16666667
22177701,4200000,5853249.11111111
22177801,948333.333333333,1959859.16666667
22177901,2476000,2833286.75
22178001,1467775,1191655.11111111
22178101,12057766.6666667,6236430.27777778
22178201,3454166.66666667,4597768.77777778
22178301,3470199.66666667,2930329.35
22178601,3825750,3920764.41666667
22178701,1050000,1283233.33333333
22178801,3602666.66666667,3216933.33333333
22178901,3424333.33333333,4324197
22179101,1725000,1863166.66666667
22179201,1331666.66666667,1151333.33333333
22179301,575000,1152500
22179401,3608333.33333333,14606500
22179501,2800000,2272166.66666667
22179601,960000,2395816.66666667
22179701,1037500,1834466.66666667
22179801,1996166.66666667,1720211.88888889
22179901,1900000,1116250
22180001,2351250,2173966.66666667
22180101,4635000,3823333.33333333
22180201,2906083.33333333,2428325
22180301,1150000,1614266.66666667
22180401,2025833.33333333,1320100
22180501,1000000,1451166.66666667
22180701,5158333.33333333,4030333.33333333
22180801,800000,989400
22180901,2100250,2405970
22181001,6282000,4862275
22181002,2800000,5277566.66666667
22181101,2023000,1685862.33333333
22181301,600000,1781842.33333333
22181401,837000,2317466.66666667
22181501,2056833.33333333,3133265.77777778
22181601,1850000,1975702.69444444
22181701,586000,4753050.66666667
22181801,544666.666666667,1381807.58333333
22181901,4141666.66666667,2740417.75
22182001,4011833.25,3637739.66666667
22182101,7600000,5796333.33333333
22182201,2800000,2783666.66666667
22182301,3177333.33333333,3229310.11111111
22182401,2177000,3372837.52777778
22182501,3666666.66666667,2584583.33333333
22182601,1900000,1506948.5
22182701,4180833.16666667,3173589.25
22182801,4242583.33333333,3398194.83333333
22182901,1223000,841665.833333333
22183001,5175000,2466084.33333333
22183101,910000,1858923.58333333
22183201,17750000,7189656.66666667
22183301,1150000,2166003.11111111
22183401,2840166.66666667,3451653.66666667
22183501,4616666.66666667,4603600
22183601,4229166.66666667,3618805.66666667
22183801,7249016.66666667,4765692.77777778
22183901,1750000,1918044.16666667
22184001,3475000,3243954.11111111
22184101,1223083.33333333,1701928.86111111
22184201,3850000,3294021
22184301,4033333.33333333,2063603.83333333
22184401,3641666.66666667,1992833.33333333
22184402,802000,858500
22184801,1339583.33333333,2625425.83333333
22184901,1210000,1065000
22185001,2435000,2123953.33333333
22185101,1821666.58333333,2414000
22185201,595000,1568035.66666667
22185301,3312250,1902758
22185401,598000,744705.333333333
22185501,1663000,1509833.33333333
22185801,1408333.33333333,1523566.66666667
22185901,1436333.33333333,1455933.33333333
22186001,1916833.33333333,1309167.25
22186101,4099666.66666667,4757453.75
22186201,1322000,2615640.33333333
22186301,892333.333333333,1631290.33333333
22186401,1721750,2133183.33333333
22186601,906666.583333333,1042266.83333333
22186701,1000000,1144674
22186801,5651666.66666667,5625833.33333333
22186901,1901833.33333333,1780433.33333333
22186902,1407833.33333333,1679391.66666667
22187001,2066666.66666667,1762052.33333333
22187101,530000,1065100
22187201,1429583.33333333,2186125
22187301,3076666.66666667,5040268.61111111
22187401,2306666.58333333,1443400
22187501,1500000,938000
22187601,1532833.25,1745134.61111111
22187701,120000,630550
22187801,520000,2157566.66666667
22187901,801000,746500
22188001,1445333.33333333,1835895.83333333
22188002,1229000,2275866.66666667
22188101,704166.666666667,483000
22188201,1871000,842325
22188301,735000,510166.666666667
22188401,750000,1586500
22188501,1500000,1731166.66666667
22188601,600000,1162916.66666667
22188701,1591166.66666667,2143884
22188801,650000,897050
22188901,1541666.66666667,1033200
22189001,636833.333333333,635112.5
22189101,2640833.33333333,2249707.16666667
22189201,3200333.33333333,2483517.5
22189301,1980083.33333333,1623477
22189401,1376750,1276991.83333333
22189501,2500000,3389690
22189601,2397500,1402906.66666667
22189602,1433000,1376533.33333333
22189701,2177000,2150126
22189801,2038833.33333333,2485975
22189901,1258500,2070785.83333333
22190001,861333.333333333,1707333.33333333
22190801,536000,865000
22190901,1600000,1924700
22191001,800000,984100
22191101,550000,1026333.33333333
22191201,650000,782333.333333333
22191301,1126666.66666667,1219225
22191401,400000,507500
22191501,535000,586000
22191601,1525166.66666667,1437666.66666667
22191701,728600,1314750
22191801,400000,783716.666666667
22191901,1763666.66666667,1188933.33333333
22192001,577666.666666667,679500
22192101,1375166.66666667,1849500
22192201,750000,571500
22192301,570000,796100
